BookName,ChapterName,CharacterName,Percentile
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.4798185941043083
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.489795918367347
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.5015339469120983
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.5147392290249433
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.5195263290501386
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.5306122448979593
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.5338516358924523
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.5351473922902494
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.5602240896358543
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.5639779721412375
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.5895691609977325
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.6103261817547532
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.616780045351474
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.6235827664399092
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.6281179138321995
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.6311413454270598
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.63718820861678
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.6833642547928263
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.7002267573696144
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.7045177045177047
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.7118119975262833
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.7142857142857144
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.7195767195767195
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.7233560090702946
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.7301587301587302
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.7324263038548753
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.7451596023024594
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.7581254724111868
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.7834467120181405
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.7992166563595136
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.8039808515998992
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.8125472411186698
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.8478753820368727
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.8636216391318432
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.8997228521038045
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.9006390434961864
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.9115646258503403
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.9237270665842094
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.9387755102040818
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.9410430839002268
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.9483231889246926
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.9501133786848073
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.95531545951714
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.9569160997732427
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.9705215419501134
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.9761539024211836
